reg_num_biz	com_id	com_name	chi_sht	sh_name	hld_shr_rat	ctrl_com_name
91410000170000417R	530650	中原大地传媒股份有限公司	中原传媒	河南省人民政府国有资产监督管理委员会	100.0	中原出版传媒投资控股集团有限公司
91410000170001401D	525097	郑州宇通客车股份有限公司	宇通客车	汤玉祥等7名合伙人代表	100.0	郑州通泰合智管理咨询有限公司
914100001700014285	548390	新乡化纤股份有限公司	新乡化纤	河南省新乡市国有资产监督管理委员会	100.0	新乡白鹭化纤集团有限责任公司
91410000170001516K	547043	河南银鸽实业投资股份有限公司	银鸽投资	孟平	70.0	深圳市信隆达资产管理有限公司
91410000170002324A	523602	河南中孚实业股份有限公司	中孚实业	Vimetco N.V.	100.0	东英工业投资有限公司
91410000170005381W	457706	第一拖拉机股份有限公司	一拖股份	国务院国有资产监督管理委员会	100.0	中国机械工业集团有限公司
914100001700113867	523230	郑州煤电股份有限公司	郑州煤电	河南省人民政府国有资产监督管理委员会	60.38	郑州煤炭工业（集团）有限责任公司
91410000170011642P	554068	河南豫能控股股份有限公司	豫能控股	河南省发展和改革委员会	100.0	河南投资集团有限公司
91410000171080594J	521517	洛阳栾川钼业集团股份有限公司	洛阳钼业	于泳	99.0	鸿商产业控股集团有限公司
91410000173525171F	554309	焦作万方铝业股份有限公司	焦作万方	国务院国有资产监督管理委员会	100.0	中国铝业公司
91410000174273201L	279726	许继电气股份有限公司	许继电气	国务院国有资产监督管理委员会	100.0	国家电网公司
91410000176802410C	553830	河南新野纺织股份有限公司	新野纺织	河南省新野县财政局	27.3	河南新野纺织股份有限公司
914100001774787121	556287	河南清水源科技股份有限公司	清水源	王志清	43.64	河南清水源科技股份有限公司
91410000249770406T	537794	河南大有能源股份有限公司	大有能源	上海贝尔工会	99.0	上海富欣通信技术发展有限公司
91410000271737776B	518223	富耐克超硬材料股份有限公司	富耐克	李和鑫	49.92	富耐克超硬材料股份有限公司
91410000514683187W	472763	三全食品股份有限公司	三全食品	陈泽民	10.34	郑州三全食品股份有限公司
91410000607229055C	517991	辅仁药业集团实业股份有限公司	辅仁药业	朱文臣	97.37	河南辅仁控股有限公司
914100006144026968	426162	河南羚锐制药股份有限公司	羚锐制药	熊维政（联席股东：熊维政等49位自然人）	65.46	河南羚锐集团有限公司
91410000614718279K	283218	正星科技股份有限公司	正星科技	李浩杰	80.0	深圳市深天润科技有限公司
91410000614914114G	519629	华兰生物工程股份有限公司	华兰生物	安康	92.17	江西永喆实业有限公司
91410000615301803D	534718	利达光电股份有限公司	利达光电	中国南方工业集团公司	38.99	利达光电股份有限公司
914100006634463299	468816	河南柳江生态牧业股份有限公司	柳江牧业	许殿明	29.375999999999998	河南柳江生态牧业股份有限公司
91410000685661775R	549402	河南元丰科技网络股份有限公司	元丰科技	闫小波	61.62	河南元丰科技网络股份有限公司
91410000694883652P	551696	河南枫华种业股份有限公司	枫华种业	魏冬青	95.0	枫华生物科技控股有限公司
91410000706676846C	544342	牧原食品股份有限公司	牧原股份	秦英林	42.48	牧原食品股份有限公司
91410000706784652H	555510	河南神火煤电股份有限公司	*ST神火	商丘市人民政府国有资产监督管理委员会	100.0	河南神火集团有限公司
914100007067847325	555983	莲花健康产业集团股份有限公司	莲花健康	河南省财政厅	100.0	河南省农业综合开发公司
91410000706786295N	556839	河南太龙药业股份有限公司	太龙药业	巩义市竹林镇政府	92.0	巩义市竹林金竹商贸有限公司
9141000070678656XY	539338	河南安彩高科股份有限公司	安彩高科	河南省发展和改革委员会	100.0	河南投资集团有限公司
9141000070678701XL	555684	河南双汇投资发展股份有限公司	双汇发展	Rise Grand Group Ltd.（兴泰集团）	100.0	Heroic Zone Investment Limited
914100007067887335	534882	河南黄河旋风股份有限公司	黄河旋风	乔秋生	80.34	河南黄河实业集团股份有限公司
91410000711291895J	463072	河南同力水泥股份有限公司	同力水泥	河南省发展和改革委员会	100.0	河南投资集团有限公司
914100007126348530	555288	风神轮胎股份有限公司	风神股份	中国化工集团有限公司	100.0	中国化工橡胶有限公司
914100007126456409	509276	河南平高电气股份有限公司	平高电气	国务院国有资产监督管理委员会	100.0	国家电网公司
914100007126502129	287547	河南瑞贝卡发制品股份有限公司	瑞贝卡	郑有全	100.0	河南瑞贝卡控股有限责任公司
914100007167932103	519569	郑州安图生物工程股份有限公司	安图生物	苗拥军	38.14	郑州安图实业股份有限公司
9141000071917196XY	547709	河南豫光金铅股份有限公司	豫光金铅	济源人民政府	100.0	河南豫光金铅集团有限责任公司
91410000719172487P	531308	元亨利珠宝股份有限公司	元亨利	谢宗选[联席股东：黄旭文(夫妻)]	55.08	元亨利珠宝股份有限公司
914100007191734203	549489	安阳钢铁股份有限公司	安阳钢铁	安阳钢铁集团有限责任公司	60.14	安阳钢铁股份有限公司
9141000072580820XQ	548174	河南秋乐种业科技股份有限公司	秋乐种业	河南省农业科学院	100.0	河南农业高新技术集团有限公司
91410000725823522K	554075	河南中原高速公路股份有限公司	中原高速	河南省人民政府	100.0	河南交通投资集团有限公司
91410000727034084A	514669	平顶山天安煤业股份有限公司	平煤股份	河南省人民政府国有资产监督管理委员会	65.15	中国平煤神马能源化工集团有限责任公司
91410000731329432N	548528	新乡拓新药业股份有限公司	拓新药业	杨西宁	35.24	新乡拓新生化股份有限公司
